date,aggregated_news,news_count,sentiment_score
2022-11-23,bbca akan tebar dividen rp35 per lembar saham,1,0.020345956087112427
2022-11-30,daftar saham blue chip 2022 lebih stabil dan menjanjikan cuan,1,0.04501327872276306
2022-12-01,bca bbca dan manulife aset manajemen tawarkan reksa dana obligasi kelas a [SEP] saham bbca tembus rp9400 hari ini menembus rekor tertinggi sepanjang sejarah [SEP] bca bbca dan manulife aset manajemen tawarkan reksa dana obligasi kelas a [SEP] saham bbca tembus rp9400 hari ini menembus rekor tertinggi sepanjang sejarah,4,-0.008789420127868652
2022-12-05,jangan salah paham ini bedanya nilai nominal dan harga saham [SEP] terus tergerus simak skenario jika saham goto ambles ke level gocap,2,0.16520704329013824
2022-12-08,mengukur risiko dan cuan di waran terstruktur saat pasar saham tersungkur,1,0.03760945796966553
2022-12-12,segini harga 1 lot saham bca apakah kamu berminat [SEP] jelang libur nataru bca bbca siapkan uang tunai rp376 triliun,2,-0.01083490252494812
2022-12-19,rekomendasi saham untuk mahasiswa cek daftarnya,1,-0.0018520951271057129
2022-12-23,ceo goto ungkap tiga strategi prioritas menuju profitabilitas,1,0.0009986460208892822
2022-12-26,pnbn memimpin deretan saham bank paling cuan 2022 intip rekomendasi saham perbankan,1,0.08477169275283813
2023-01-02,ihsg tahun 2022 naik 409 berikut daftar top 10 market cap bei,1,0.0579623281955719
2023-01-06,gokil dari bca harta duo hartono naik rp 672 t setahun,1,0.16836871206760406
2023-01-11,10 saham terbesar di bei 5 punya orang terkaya ri,1,0.09526032209396362
2023-01-12,konglomerat hermanto tanoko bahas di podcast pemilik bca bbca dan bayan byan kaya mana [SEP] ihsg masih tertekan pilih 8 saham ini,2,0.022258639335632324
2023-01-16,prediksi ihsg dan rekomendasi saham besok senin 16 januari 2023,1,0.003082096576690674
2023-01-27,daftar saham lq45 terbaru periode februarijuli 2023 [SEP] saham bank terbang batu bara tumbang ini alasannya,2,0.17378386855125427
2023-01-30,kans saham bca bbca menuju all time high baru [SEP] dapat julukan bank cari aman bbca gak produktif,2,0.13750118017196655
2023-01-31,investment outlook laporan keuangan bigbank akan mendorong ihsg 7000 [SEP] tabungan orang kaya di atas rp 5 miliar meroket 1387 persen,2,0.09943947196006775
2023-02-01,pelajari keuntungan hingga simulasi stock split [SEP] pelajari keuntungan hingga simulasi stock split [SEP] inilah rekomendasi saham perbankan dari indo premier,3,0.10464569926261902
2023-02-06,saham bank swasta menjanjikan hasil maksimal [SEP] saham bca prospeknya setelah mencetak laba tertinggi sepanjang masa,2,0.028703808784484863
2023-02-09,kalau pegang bca sejak ipo sekarang cuan 40 kali kok bisa,1,0.1074213981628418
2023-02-15,ihsg tertekan terseret wall street mayoritas sektor saham loyo,1,-0.003702521324157715
2023-02-21,66 tahun bca dibesarkan grup salim dinikmati grup djarum,1,0.006200909614562988
2023-02-23,laba bank the big 4 cetak rekor mirae asset rekomendasi beli saham bbca bmri bbri dan bbni,1,0.06264176964759827
2023-02-27,bca sekuritas ungkap sektorsektor yang menjanjikan untuk investasi saham di 2023 [SEP] ini 9 saham yang konsisten naik secara tahunan sejak 2018 [SEP] buka rekening saham minimal berapa ini jawabannya [SEP] mbanking bca error ini penjelasan resmi bca,4,0.1327195167541504
2023-03-06,bca masih gas pol di 2023 broker ini kasih target harga tinggi [SEP] bca bbca ungkap aksi terbaru entitas lain milik duo hartono disebutsebut [SEP] bank central asia bbca eksekusi transaksi afiliasi rp1633 miliar intip detailnya,3,0.1449688971042633
2023-03-08,kekayaan duo hartono naik rp38 t hanya dalam semalam,1,0.04191133379936218
2023-03-16,bos bca ungkap apa kesalahan silicon valley bank hingga jadi bangkrut,1,0.012855827808380127
2023-03-17,beli emas 10 tahun lalu bikin lebih kaya ketimbang saham [SEP] sampai kapan saham big bank menguasai idx,2,0.05218186974525452
2023-03-21,incar dividen rudy susanto serok saham bca bbca rp8375 per lembar,1,0.012935042381286621
2023-03-27,jelang cum dividen komisaris dan direktur bank bca kompak borong jutaan saham bbca [SEP] siapsiap empat bos bca borong saham bank milik grup djarum,2,-0.009287893772125244
2023-04-03,ihsg sepekan asing borong saham bbca saham sage dan sico paling untung  sinar harapan [SEP] aflatoksin melampaui batas buah pala ri ditolak uni eropa  sinar harapan,2,0.07998600602149963
2023-04-04,persiapan lebaran bank bca sediakan uang tunai hingga rp 69 t [SEP] bank mandiri bmri pecah saham harganya bakal melesat,2,0.050581008195877075
2023-04-11,bca multifinance raih peringkat idaa dari pefindo,1,-0.026590973138809204
2023-04-12,saham nisp mulai jadi pilihan para dividen hunter,1,0.13032375276088715
2023-04-13,harta orangorang kaya di indonesia naik dari mana datangnya,1,0.1025245189666748
2023-04-24,melihat kinerja saham emiten orang terkaya indonesia ada bos harita hingga bayan resources,1,0.14096994698047638
2023-04-26,harga 1 lot saham bca pergerakan tahun ke tahun,1,0.08449864387512207
2023-05-10,jahja setiaatmadja bca bbca pilih fokus pasar dalam negeri [SEP] asing banyak melego sahamsaham ini saat ihsg ditutup menguat kemarin,2,0.06522589921951294
2023-05-11,5 langkah cara beli saham bbca ada cashback points [SEP] ihsg makin ambles sesi i jeblok 118,2,0.16712310910224915
2023-05-12,begini rekomendasi saham goto ggrm  silo yang terkena rotasi indeks msci,1,-0.020986437797546387
2023-05-15,cara beli saham bca secara online lewat hp [SEP] ada di daftar pemegang saham bca bbca ternyata anthoni salim punya segini,2,0.012247025966644287
2023-05-23,harga saham bank blue chip naik terus mana yang bagus dibeli [SEP] investasi reksa dana vs saham bri mana yang terbaik,2,0.06211131811141968
2023-05-24,investment outlook pola sell in may akan terjadi di 2023 atau justru teknikal rebound,1,0.10084950923919678
2023-05-25,saham bbcabmri lompat usai bi tahan suku bunga bbtn terpeleset,1,0.061544269323349
2023-05-29,direktur bank bca subur tan raup rp 915 miliar hasil jualan 1 juta saham bbca,1,0.042785078287124634
2023-06-05,lagi dan lagi 2 sosok ini dinobatkan jadi orang terkaya di indonesia,1,0.0070018768310546875
2023-06-06,9 sumber kekayaan hartono bersaudara tembus rp 70748 triliun,1,0.01675286889076233
2023-06-08,saham army terancam dihapus bei 97 saham asabri tersangkut,1,0.11580145359039307
2023-06-12,30 saham blue chip syariah 2023,1,0.0645979642868042
2023-06-13,keunggulan saham bbca sebagai bank swasta terbesar di indonesia,1,0.04029157757759094
2023-06-19,alasan saham bbri banyak peminatnya,1,-0.03762415051460266
2023-06-21,pemegang saham restui emiten boy thohir palm buyback,1,0.08728528022766113
2023-06-22,bca bbca buka suara soal masuknya mitra strategis di bca life,1,0.1632881760597229
2023-07-04,prediksi 10 saham yang potensial untuk investasi jangka panjang 2023,1,-0.02021142840385437
2023-07-05,saham perbankan dan performanya ada bbni hingga bbca,1,0.0869816243648529
2023-07-10,jajaran 100 orang terkaya dunia ada low tuck kwong  duo hartono,1,0.10467036068439484
2023-07-17,cara menyakinkan diri saat investasi saham jangka panjang [SEP] deretan 5 saham net buy  sell terbesar investor asing  market,2,0.1269110143184662
2023-07-24,mencari saham ipo yang bisa seperti bbca minimal adro [SEP] heboh beredar peringatan virus di aplikasi mobile banking bca jangan klik apapun,2,0.0028532445430755615
2023-07-25,berita saham hari ini  dana asing banjiri pasar ri laba bbca meroket penjualan unvr turun,1,0.025480687618255615
2023-07-27,ihsg dibuka menguat saham bbca paling laris usai pengumuman the fed [SEP] bca bbca angkat bicara soal ramai enam juta data nasabahnya bocor,2,0.129116028547287
2023-07-28,ini temuan bca soal pop up virus di aplikasi mobile banking [SEP] modus penipuan makin canggih bca komitmen jaga data nasabah [SEP] inilah rekomendasi 7 saham yang tepat untuk investasi jangka panjang,3,-0.03853604197502136
2023-08-02,analisis saham bbca periode agustus 2023  kompasianacom,1,0.06750762462615967
2023-08-04,terbaru segini harta duo hartono di bank bca bbca,1,-0.033497154712677
2023-08-09,ojk mau atur dividen bank mana dengan rasio dividen jumbo,1,0.10026340186595917
2023-08-10,kenapa bbca naik terus untuk idxbbca oleh wayaneko,1,0.08057552576065063
2023-08-14,bank mandiri pecah saham ini nasib saham pasca stock split,1,0.05167752504348755
2023-08-21,bos bca kasih hadiah saham rp 37 m ke anaknya [SEP] presiden direktur bca jahja setiaatmadja hibahkan saham bbca kepada anak nilainya sentuh rp 74 miliar [SEP] bos bca hibahkan 8 juta saham bbca ke 2 anak divestasi total rp74 miliar [SEP] bos bca hibahkan 8 juta saham bbca ke anak total divestasi rp74 miliar [SEP] ini sosok putri yang dapat hibah saham bca bbca dari ayahnya bernilai puluhan miliar [SEP] alasan bos bca hibahkan saham rp74 m agar anak nikmati cuan,6,0.01201292872428894
2023-08-22,cerita bos bca hibahkan 8 juta saham bbca ke anaknya mewariskan aset itu hal biasa [SEP] segini sisa saham bbca kepunyaan jahja setiaatmadja usai hibah [SEP] bos bca kasih saham rp 74 m kepada dua anaknya,3,0.0330733060836792
2023-08-23,kronologi bos bca beri hibah saham buat dua anaknya rp 74 miliar,1,-0.027759253978729248
2023-08-24,investor asing koleksi 10 saham ini ada bbca hingga auto,1,0.08202677965164185
2023-08-28,kekayaan saham bos bca tersisa rp304 m usai hibahkan saham rp74 m,1,0.017231076955795288
2023-09-04,heboh hibah saham bbca rp 74 miliar ini respons anak bos bca,1,0.041808873414993286
2023-09-05,pablo malay exercise 160 juta mesop rp2 saham goto turun 323,1,0.1380804479122162
2023-09-07,anak usaha trans power marine tpma dapat fasilitas kredit bca senilai rp1 triliun,1,0.021579265594482422
2023-09-11,ihsg melemah pagi ini tersandung penurunan saham bca bri dan amman,1,0.03677210211753845
2023-09-12,bca syariah tak tutup pintu ipo [SEP] saldo rp0  tak aktif 12 bulan bca akan tutup rekening kamu [SEP] bca akan tutup rekening rp 0 dan tidak aktif,3,0.07522925734519958
2023-09-14,orang dekat lkh pilih investasi saham karena bisa cuan 20,1,0.14217343926429749
2023-09-18,profil armand hartono anak orang terkaya ri yang kini pimpin aei  market,1,0.09133222699165344
2023-09-25,layanan mbca error ramai jadi perbincangan warga net,1,0.09211894869804382
2023-09-26,mbanking dan atm bca error lagi,1,0.0681355893611908
2023-10-02,alasan bca tutup rekening saldo 0 dan tak aktif,1,-0.023882180452346802
2023-10-03,berita saham hari ini  yield treasury as tertinggi bbca laba rp317 triliun koka ptps dan strk ipo,1,0.0013218820095062256
2023-10-04,10 saham perbankan masuk indeks bank premium mana yang masih layak dikoleksi,1,-0.0021422207355499268
2023-10-09,ihsg hari ini rawan koreksi cek rekomendasi saham berikut,1,0.08695954084396362
2023-10-10,ihsg sesi 1 melonjak ke 6940 saham bbca bbri ammn laris,1,0.07626914978027344
2023-10-16,pendiri tokopedia jual saham goto tanda exit strategy,1,0.159683495759964
2023-10-18,sahamsaham ini jadi favorit investor asing tetap selektif jika ingin koleksi [SEP] bren dan ammn newbie di 10 big caps bisa sampai kapan,2,0.10067921876907349
2023-10-23,pertumbuhan bank solid hingga oktober 2023 saham bmri bbni bbri dan bbca pilihan teratas [SEP] suku bunga tinggi momen beli saham bagus harga murah [SEP] tajir bankir bca ini punya kekayaan hampir rp 1 triliun dari investasi saham [SEP] ihsg sepekan asing buy on weakness di saham tlkm saham nicl dan bren paling untung,4,0.04904332756996155
2023-10-30,saham blue chip 2023 apa saja,1,0.03344282507896423
2023-10-31,ketika guru besar tanya saham bca ke lo kheng hong ini jawabnya [SEP] 3 bank ri dengan laba terbesar cek sahamnya [SEP] bca hadirkan produk reksadana pendapatan tetap dalam mata uang usd kelas a,3,0.08188790082931519
2023-11-01,raih untung besar inilah saham blue chip yang prospek bagus untuk investasi [SEP] raih untung besar inilah saham blue chip yang prospek bagus untuk investasi,2,-0.024652928113937378
2023-11-06,saham bbca dan goto bersinar di ihsg saat pertumbuhan ekonomi ri terhambat kok bisa  sumeksradiodiswayid,1,0.09638148546218872
2023-11-08,cara daftar bareksa saham 8 langkah mudah buka rdn untuk trading saham,1,-0.027461528778076172
2023-11-09,gurita bisnis salim kuasai ritel hingga tambang emas ri,1,0.025349169969558716
2023-11-14,jelang window dressing ini saham yang bisa kasih cuan,1,-0.008570462465286255
2023-11-15,6 saham ini disarankan untuk day trading [SEP] intip harta orang terkaya ri dari dividen sosok ini terbesar,2,0.08085522055625916
2023-11-23,bca bagikan dividen interim tunai rp 4250 per saham naik 214 yoy [SEP] lupakan bren 5 saham ini bisa bangkit di window dressing [SEP] investor kakap lepas beberapa saham perbankan waktunya cicil beli [SEP] harga tren naik analis sarankan beli saham blue chip bank yang dijual investor kakap,4,0.07673364877700806
2023-11-24,bca tebar dividen interim group djarum dapat jatah rp287 triliun,1,-0.005623936653137207
2023-11-27,rangkuman rekomendasi saham hari ini 27 november 2023,1,0.025308281183242798
2023-11-29,bca bbca prediksi pdb per kapita indonesia tahun 2030 sekitar us 800010000 [SEP] direktur bca beberkan faktor yang buat dividen bbca terus meningkat [SEP] data center bca bakal beroperasi pada 2025,3,0.07070648670196533
2023-11-30,saham ammn resmi diperdagangkan sebagai konstituen msci hari ini,1,0.04694822430610657
2023-12-04,10 saham market cap terbesar ri adu kuat hartono vs prajogo,1,0.03107541799545288
2023-12-05,daftar sektor dan saham pilihan analis serta strategi investasi pada 2024 [SEP] deretan saham murah bekal investor saat window dressing [SEP] simak rekomendasi sektor saham yang menarik pada tahun 2024,3,-0.0414501428604126
2023-12-08,melihat kinerja saham emiten 3 orang terkaya di indonesia,1,0.04623532295227051
2023-12-11,perjalanan bren meraih tahta tertinggi di pasar modal indonesia [SEP] auto kaya deretan saham konsisten kasih dividen 20 tahun,2,-0.016980677843093872
2023-12-13,saham bbca mahal banget tapi jadi idaman banyak investor,1,0.0020752549171447754
2023-12-15,investor saham bersiap menerima dividen besar rp 9 triliun,1,-0.014622390270233154
2023-12-18,meta akan lepas kepengendalian margautama nusantara demi bayar utang rp4 triliun,1,-0.023082882165908813
2023-12-19,rekam jejak harga saham grup djarum di 2023 supr memimpin kenaikan,1,0.0738050639629364
2023-12-25,waktu terbaik taking profit saham big bank,1,0.10241737961769104
2023-12-26,jadi raja ipo 2023 begini sederet capaian bren,1,-0.03704380989074707
2023-12-28,deretan perusahaan raksasa tebar dividen jumbo bribcaadro,1,-0.042877525091171265
2023-12-29,samuel sekuritas ihsg menguat pantau bbca bbni ammn medc ctra dan pgas [SEP] bca bagikan dividen interim rp4250 per saham ini bocorannya,2,-0.01395571231842041
2024-01-01,ini emiten bank dengan return saham tertinggi dan paling cuan sepanjang 2023,1,-0.013551265001296997
2024-01-02,harga saham bank jumbo bbri bmri bbca bbni saat ihsg all time high,1,0.14679750800132751
2024-01-04,sejumlah emiten perbankan ini beri sinyal tebar dividen dan rekomendasi analis [SEP] net buy rp 13 triliun duit asing mengalir ke sahamsaham ini [SEP] saham bank jumbo bmri bbca bbri bbni all time high cek rekomendasinya,3,0.05002453923225403
2024-01-09,pemilik wings  grup djarum sempat diisukan hengkang dari ikn,1,0.014964103698730469
2024-01-15,awal tahun 2 petinggi bca jual saham miliaran rupiah,1,0.03323855996131897
2024-01-16,gerak saham bbca bmri bbri  bbni jelang pengumuman bi rate,1,0.10239043831825256
2024-01-17,hasil rdg bi tahan bi rate belum dorong ihsg saham gotobbca merah,1,0.09217804670333862
2024-01-24,siapsiap sebentar lagi 4 bank raksasa ri bakal adu laba tertinggi,1,0.05000320076942444
2024-01-25,video laba bbca tumbuh 194 jadi rp486 t di 2023 [SEP] ditutup merah saham bbca bbni bmri dan bbri kompak tekan ihsg [SEP] bank central asia bbca profit soars 194 to idr 486 trillion in 2023,3,0.08748102188110352
2024-01-26,berapa dividen bbca 2024 cek riwayat 2 dekade  kisikisi terkini,1,0.048491448163986206
2024-01-29,wall street dan harga emas menguat hrum akuisisi wmi kredit korporasi bbca melesat [SEP] laba bank bca bbca 2023 sebesar 486t naik 194,2,0.19502362608909607
2024-01-30,wall street melemah harga minyak dan emas menguat bbri laba rp6043 triliun [SEP] saham blue chip di tahun politik mana yang prospektif [SEP] jci tuesday potentially consolidate banking stocks can be an option,3,0.09910058975219727
2024-01-31,prospek saham bbca bbri bbni mana yang menarik diborong,1,0.02324819564819336
2024-02-05,cgscimb sekuritas catatkan 6 waran terstruktur ada bbca bmri mdka unvr tlkm hingga goto [SEP] sahamsaham favorit investor asing sepekan bbca tlkm unvr tpia masuk daftar [SEP] jangan asal klik bca bbca minta nasabah waspadai modus penipuan ini,3,0.004941850900650024
2024-02-12,cetak rekor harga saham market cap bbca tembus rp1208 triliun,1,0.02499827742576599
2024-02-15,saham bbca diborong asing cetak rekor harga tertinggi  market [SEP] saham bbca diborong asing cetak rekor harga tertinggi [SEP] bca bbca gelar rupst bulan depan intip perkiraan dividen yang dibagi,3,0.111580491065979
2024-02-16,anthoni salim pegang saham bca bbca segini [SEP] anthoni salim pegang saham bca bbca segini [SEP] net buy asing tak terbendung saham ini terus dikoleksi,3,0.031806737184524536
2024-02-20,fantastis biaya sekolah sma binus serpong setara 10100 lembar saham bbca,1,0.05289539694786072
2024-02-21,belajar dari vincent sekolahin anak di binus butuh 105 lot bbca,1,0.06263920664787292
2024-02-22,ada emiten rights issue rp 67 triliun bca bbca ikut ambil bagian [SEP] bos bca sebut harga saham masih wajar belum ada rencana stock split  kumparancom,2,0.16886284947395325
2024-02-26,cetak laba rp 235 t emiten ini segera rights issue bca bbca ikut ambil bagian [SEP] kisah bos bca hibahkan saham senilai rp 74 miliar ke anak,2,0.0538695752620697
2024-02-28,ini kata bos bbca soal potensi stock split usai saham tembus rp 10000,1,0.07071125507354736
2024-02-29,saham bbca sentuh rp 10000  dekati ath bakal stock split lagi,1,0.028320223093032837
2024-03-07,saham bank besar bbca bbri bmri dibuka loncat siap ikut borong atau jual [SEP] saham emiten ini melejit dikoleksi anthoni salim hingga disebut lo kheng hong wonderful,2,0.12083950638771057
2024-03-08,saham bbca cetak rekor lagi di rp10200 investor tunggu dividen [SEP] bca bbca sahamnya melejit jelang rupst sempat dibilang lo kheng hong begini,2,0.156760573387146
2024-03-12,cara membeli saham bbca melalui aplikasi,1,0.037468403577804565
2024-03-13,pasar koreksi pasca rekor saham bbca bris dan ssia naik hingga 89 mau take profit,1,0.03400421142578125
2024-03-14,bca bbca akan bagikan lagi dividen rp22750 per saham [SEP] meski rasio naik dividen yield bca tampak mini dan kurang menarik [SEP] dividend yield diprediksi naik harga saham bbca dibuka langsung melesat [SEP] tok bca tebar dividen rp 33 triliun ke investor atau rp 270saham [SEP] ada saham cetak rekor dikoleksi anthoni salim hingga dipuji lo kheng hong [SEP] video bca tebar dividen rp 270 per saham [SEP] gelar rups bca tebar dividen rp 270 per lembar saham [SEP] simak rekomendasi saham bank yang bakal bagikan dividen dari bbca hingga bmri,8,0.07343658804893494
2024-03-18,jangan sampai terlewat ini jadwal pembayaran dividen bbca total rp 28 triliun [SEP] saham alfamart amrt paling banyak diborong investor asing diapit bbca dan bbri [SEP] cara beli saham di harga tinggi tapi tetep berpeluang cuan [SEP] sikap blackrock hingga goldman sachs untuk saham 4 bank besar ri [SEP] bbca bagibagi duit lagi bersiap terima dividen jumbo maret 2024,5,0.04778704047203064
2024-03-19,begini caranya kalau mau dapat dividen bca bbca [SEP] ini jadwal pembagian dividen tunai bbca [SEP] bca mau bagi thr dividen rp 3328 t catat tanggal cum datenya [SEP] dividen besar bank jumbo bbri bmri bbca dan bbni [SEP] begini caranya kalau mau dapat dividen bca bbca,5,-0.04852861166000366
2024-03-25,bos bbca jahja setiaatmadja borong saham di harga rp10107 [SEP] pekan lalu diborong direksikomisaris tapi kok saham bbca loyo [SEP] saham asii bbca bbri mdka dan tlkm jadi underlying kontrak berjangka saham [SEP] dirut bca jahja setiaatmadja tambah kepemilikan saham bbca,4,0.022481769323349
2024-03-26,bbca laba bersih naik 194 dan all time high bukti solid kinerja perusahaan [SEP] direksi dan komisaris bca bbca aktif borong saham saat momen bagibagi dividen,2,0.08667892217636108
2024-03-27,lagi direksi bank bca bbca tambah kepemilikan saham [SEP] musim dividen 100 lot saham bri mandiri bca kamu dapat berapa [SEP] mau dapat dividen rp5 jutabulan dari big bank harus modal berapa,3,0.0901811420917511
2024-03-28,ihsg bisa tembus 7400 cek saham bbcactra,1,0.02756938338279724
2024-04-01,investor asing mudik saham bank besar ini tertekan [SEP] saham the big four bank kompak merosot waktunya serok atau lepas [SEP] investor asing mudik saham bank besar ini tertekan,3,0.1264617145061493
2024-04-03,rupiah melemah bikin ihsg dan saham bank berguguran bbca  bbri turun 2 [SEP] saham big bank koreksi mana yang sudah murah,2,0.1058652400970459
2024-04-05,10 perusahaan paling berharga di asean bank bca  bri jadi juara [SEP] anak orang terkaya di indonesia raup cuan miliaran dari thr dividen bca,2,0.042577385902404785
2024-04-08,kekayaan bos bca  djarum kalahkan pemilik manchester united  market,1,0.19488033652305603
2024-04-16,ihsg merah pasca liburan bbri dan bbca anjlok 4 tapi antrean beli segini [SEP] untung maksimal dari saham bbca cek analisis dan rekomendasinya [SEP] faktor global tekan pasar saham pasca libur investasi ini jaga portofolio tetap kuat,3,-0.03960353136062622
2024-04-17,harga saham bbca hari ini 17 april 2024 kembali menghijau,1,0.03201490640640259
2024-04-22,ihsg ditutup melemah setelah keputusan mk saham bbca bren medc lesu,1,0.06241533160209656
2024-04-23,prospek bumi yang berencana melakukan kuasi reorganisasi [SEP] kinerja bbca di kuartal i 2024 mengesankan segini target harga sahamnya,2,0.05572819709777832
2024-04-24,ihsg tancap gas jelang pengumuman suku bunga bi saham bmri bbca  bbni cuan,1,0.02019140124320984
2024-04-25,saham bbca vs bbri siapa yang paling menarik [SEP] empat saham safe haven  aman dari gejolak rupiah,2,0.05274015665054321
2024-04-29,punya saham excl mapi akra hingga bbca cuan dua reksadana manulife melambung,1,0.08475485444068909
2024-05-01,cuan reksadana sucorinvest dan manulife ngegas punya saham excl bbri asii hingga pgas,1,0.027495473623275757
2024-05-03,daftar saham sektor keuangan di bursa efek indonesia,1,0.00037047266960144043
2024-05-06,investor wajib tahu ini aturan baru stock split,1,0.05366462469100952
2024-05-07,saham bbri oversold  tahan atau beli,1,0.08599615097045898
2024-05-13,5 saham yang bisa bagger dalam 37 tahun lagi,1,0.010794728994369507
2024-05-17,ini 10 saham untuk warisan anak cucu bbca hingga roti [SEP] saham bank turun terus bagaimana prospeknya ke depan,2,0.10755008459091187
2024-05-20,bren lebih baik dari bbca ini jawaban peter lynch [SEP] reksadana saham bahana dan kisi melesat punya saham bbca bmri mbma hingga nckl [SEP] mau pensiun dari duit dividen bank berapa modalnya,3,0.0845554769039154
2024-05-22,ihsg dibuka menguat jelang libur panjang saham bbri dan bbca topang transaksi bursa [SEP] harga saham melonjak 14 kali lipat bren salip bca jadi penguasa ihsg,2,0.014862626791000366
2024-05-27,harga wajar saham bbca update kuartal 1 2024,1,-0.019402772188186646
2024-05-30,valuasi saham perbankan big caps setelah harganya ambruk makin murah,1,0.018516600131988525
2024-05-31,tinggalkan level 7000 ihsg ditutup melemah 090 persen,1,-0.0379047691822052
2024-06-03,jahja setiaatmadja presdir bca tambah kepemilikan saham bbca [SEP] saham bank jumbo bri bca mandiri rebound lanjut naik nggak nih,2,0.06342843174934387
2024-06-04,membaca sinyal bottoming dari rebound saham big banks,1,0.1629389226436615
2024-06-05,6 jurus investasi anti nyangkut di saham bbca dan bbri [SEP] cerita bos bca kasih saham rp74 m untuk 2 putrinya,2,0.09010103344917297
2024-06-10,10 saham dengan market cap terbesar di bei 2024 [SEP] cara beli saham bca online untuk pemula [SEP] deretan saham bank big caps yang memiliki valuasi terdiskon,3,0.027764737606048584
2024-06-12,jangan telat masuk ini daftar saham yield dividen terbesar  ada ptba adro itmg asii hingga antm,1,0.036547690629959106
2024-06-21,petaka anjloknya saham big bank pada 2015 mirip kayak 2024,1,0.04954734444618225
2024-06-24,berapa harga saham bca 1 lot begini gambaran keuntungan yang diperoleh investor [SEP] stock pick bank besar topang ihsg ini rekomendasi trading saham bbca bren dan pgas,2,0.09099119901657104
2024-06-27,10 saham terbaik untuk investasi jangka panjang,1,-0.043625444173812866
2024-06-28,prediksi pergerakan ihsg hari ini jumat 28 juni cek saham bbca dan saham bbri  suara merdeka,1,0.044781655073165894
2024-07-01,bbca merger bca finance dan bca multifinance sudah disetujui ojk [SEP] bareksa insight  ihsg bakal naik di bulan juli ini saham dan reksadana pilihannya,2,0.15044638514518738
2024-07-04,ihsg berpotensi naik di juliagustus seberapa cerah prospek saham bbri bmri bbni dan bbca,1,-0.005777865648269653
2024-07-10,tembus rp29 juta per lot saham dssa jadi saham termahal di indonesia  sinar harapan,1,0.07196775078773499
2024-07-12,total ekuitas dari pt bank central asia tbk  idxbbca,1,0.15268488228321075
2024-07-15,intip saham pilihan dari grup djarum dan grup lippo [SEP] catat ini barisan konglomerat penguasa saham emiten papan atas di bursa indonesia,2,-0.053678423166275024
2024-07-16,bca bbca melatih merchant di lombok tingkatkan omset,1,-0.00467228889465332
2024-07-19,kgi sekuritas terbitkan 2 waran terstruktur baru ini keunggulannya,1,0.009664148092269897
2024-07-24,tahun ini bca tidak ada rencana stock split saham [SEP] harga saham tembus rp 10075 bca pastikan tak akan stock split di 2024  kumparancom,2,0.24108189344406128
2024-07-25,kinerja keuangan bca cemerlang di semester i 2024 ini rekomendasi saham bbca [SEP] rilis kinerja paruh pertama bbri vs bbca mana yang terbaik [SEP] kgi sekuritas terbitkan 2 waran terstruktur dengan aset dasar bbca dan tlkm [SEP] npl bca bbca naik ini penyebabnya [SEP] beda arah saham bbri dan bbca usai rilis kinerja semester i2024 waktunya serok [SEP] mandiri sekuritas jagokan saham myor dan bca [SEP] kredit naik 155 tumbuh positif di seluruh segmen,7,0.11553290486335754
2024-07-29,laba tumbuh dua digit saham bbca tembus all time high,1,0.11473748087882996
2024-08-01,ihsg berotot ke atas level 7300 saham bmri dan bbca jadi primadona investor asing  sinar harapan [SEP] ihsg berotot ke atas level 7300 saham bmri dan bbca jadi primadona investor asing  sinar harapan,2,-0.028290748596191406
2024-08-02,harga saham bca terbaru 2024  data historisnya,1,0.09894034266471863
2024-08-05,target saham bca bbca direvisi naik potensi cuan makin besar [SEP] ihsg sesi i melesat 193 saham bbca bbri dan bmri melambung [SEP] perbankan tetap menarik di 2024 saham empat bank besar direkomendasikan beli [SEP] saat ihsg terjun saham emiten milik prajogo ini bren justru cetak ath hingga market cap pepet bbca [SEP] saat ihsg rebound asing masih lanjut net sell bbri dan tlkm [SEP] net sell membesar jadi rp 212 triliun empat saham bank ini diobral investor asing [SEP] ihsg rebound cek sahamsaham tercuan berikut [SEP] waspadai penurunan ihsg lebih lanjut saham essa dan mark layak dipantau,8,0.10130494832992554
2024-08-06,prajogo pangestu kehilangan harta kekayaan rp356 triliun semalam [SEP] awal perdagangan lima saham ini angkat ihsg ke zona hijau,2,0.09150540828704834
2024-08-08,mirae asset sekuritas rekomendasikan 9 saham pilihan untuk investor dan trader begini alasannya [SEP] net buy berlanjut rp 47856 miliar asing buru saham bbca,2,0.02544751763343811
2024-08-13,bca bbca buka kantor cabang baru di ikn [SEP] saham goto diprediksi masih bertenaga ke level 70 ini sentimennya,2,0.027864575386047363
2024-08-15,ihsg di zona hijau simak rekomendasi saham bbca adro hingga bsde,1,-0.01915907859802246
2024-08-16,saat ihsg merah investor asing diamdiam akumulasi 10 saham ini [SEP] bos bca bbca bukabukaan prospek ipo anak usaha usai merger,2,0.026940852403640747
2024-08-19,bca bbca buka suara soal potensi ipo anak usaha bca digital blu,1,0.12926259636878967
2024-08-21,net buy asing terus meningkat rp 179 triliun saham bank ini kembali diborong [SEP] ihsg sesi i lanjutkan penguatan saham polu cetak ara,2,0.1623360812664032
2024-08-22,simak saham yang tahan banting jelang pilkada 2024,1,-0.018684595823287964
2024-08-23,tembus rekor tertinggi lebih cuan emas atau saham dalam jangka panjang,1,0.09018608927726746
